date,value,change
2025-07-04,43881.31,2398.3799999999974
2025-07-11,43022.22,-859.0899999999965
2025-07-18,44298.22,1276.0
2025-07-25,44451.3,153.08000000000175
2025-08-01,44454.94,3.639999999999418
2025-08-08,44250.66,-204.27999999999884
2025-08-15,44311.14,60.479999999995925
2025-08-22,44021.09,-290.0500000000029
2025-08-29,43954.3,-66.7899999999936
2025-09-05,44111.52,157.2199999999939
2025-09-12,44140.69,29.17000000000553
2025-09-19,46231.8,2091.1100000000006
2025-09-26,46048.45,-183.35000000000582
2025-10-03,46166.39,117.94000000000233
2025-10-10,45889.13,-277.26000000000204
2025-10-17,45487.18,-401.9499999999971
2025-10-24,45463.23,-23.94999999999709
2025-10-31,45662.2,198.9699999999939
2025-11-07,46834.44,1172.2400000000052
2025-11-14,45569.66,-1264.7799999999988
2025-11-21,45314.51,-255.15000000000146
2025-11-28,45368.6,54.08999999999651
2025-12-05,45257.94,-110.65999999999622
2025-12-12,44666.48,-591.4599999999991
2025-12-19,45214.69,548.2099999999991
2025-12-26,45228.2,13.509999999994761
2026-01-02,45481.34,253.13999999999942
2026-01-09,45250.17,-231.16999999999825
2026-01-16,47465.84,2215.6699999999983
2026-01-23,47670.49,204.65000000000146
2026-01-30,47315.96,-354.52999999999884
2026-02-06,47436.96,121.0
2026-02-13,49063.34,1626.3799999999974
2026-02-20,48193.97,-869.3699999999953
2026-02-27,48053.45,-140.52000000000407
2026-03-06,46653.16,-1400.2899999999936
2026-03-13,45676.25,-976.9100000000035
2026-03-20,45052.78,-623.4700000000012
2026-03-27,44668.55,-384.2299999999959
2026-04-03,45102.97,434.41999999999825
2026-04-10,46455.98,1353.010000000002
2026-04-17,46722.12,266.1399999999994
2026-04-24,48062.5,1340.3799999999974
2026-05-01,47623.82,-438.6800000000003
2026-05-08,48071.25,447.4300000000003
2026-05-15,47783.01,-288.23999999999796
2026-05-22,47102.18,-680.8300000000017
2026-05-29,47180.97,78.79000000000087
2026-06-05,47233.99,53.0199999999968
